systematic,gene,length,RNA_Prints
YGR142W,BTN2,1233,3787.143937
YGR091W,PRP31,1485,2584.53755
YGR117C,YGR117C,1431,5560.742957
YGR145W,ENP2,2124,8520.684681
YGR110W,CLD1,1338,598.1205856
YGR098C,ESP1,4893,5062.821234
YGR137W,YGR137W,375,2699.253154
YGR106C,VOA1,798,27610.66923
YGR108W,CLB1,1416,8571.893936
YGR120C,COG2,789,2557.170392
YGR126W,YGR126W,693,477.5409992
YGR133W,PEX4,552,1101.832235
YGR138C,TPO2,1845,3013.425252
YGR102C,GTF1,552,2030.224942
YGR129W,SYF2,648,1642.347989
YGR118W,RPS23A,438,65335.74004
YGR114C,YGR114C,390,119.169851
YGR141W,VPS62,1404,2499.314864
YGR094W,VAS1,3315,57154.32025
YGR109C,CLB6,1143,1763.576418
YGR119C,NUP57,1626,9972.82909
YGR124W,ASN2,1719,40637.35023
YGR134W,CAF130,3369,3953.083435
YGR100W,MDR1,2853,4957.349181
YGR123C,PPT1,1542,8608.86139
YGR090W,UTP22,3714,14251.77077
YGR144W,THI4,981,307.8820026
YGR111W,YGR111W,1203,4144.763726
YGR122C-A,YGR122C-A,129,69.28149867
YGR115C,YGR115C,780,225.0176657
YGR140W,CBF2,2871,3430.451704
YGR097W,ASK10,3441,4845.629301
YGR130C,YGR130C,2451,7387.088452
YGR139W,YGR139W,339,50.96996525
YGR101W,PCP1,1041,3613.222255
YGR146C-A,YGR146C-A,162,71.54376187
YGR127W,YGR127W,939,1799.511822
YGR109W-B,YGR109W-B_CDS,4644,353.2686577
YGR109W-A,YGR109W-A_CDS,873,23.44990598
YGR093W,DRN1,1524,4449.237383
YGR135W,PRE9,777,17949.41777
YGR105W,VMA21,234,6021.967216
YGR143W,SKN1,2316,3775.985052
YGR112W,SHY1,1170,1892.331617
YGR122W,YGR122W,1209,2234.290553
YGR107W,YGR107W,450,61.03052904
YGR121W-A,YGR121W-A,216,126.0241164
YGR089W,NNF2,2811,5371.968551
YGR176W,YGR176W,348,144.1685885
YGR148C,RPL24B,468,64898.7368
YGR164W,YGR164W,336,235617.7094
YGR194C,XKS1,1803,2622.688762
YGR151C,YGR151C,336,1884.746316
YGR150C,CCM1,2595,3925.187855
YGR160W,YGR160W,612,3055.381077
YGR155W,CYS4,1524,48082.60905
YGR173W,RBG2,1107,8382.686948
YGR178C,PBP1,2169,13176.46462
YGR181W,TIM13,318,4141.228379
YGR182C,YGR182C,354,4000.100661
YGR195W,SKI6,741,4863.380094
YGR200C,ELP2,2367,12456.8332
YGR207C,CIR1,786,6795.805241
YGR158C,MTR3,753,4023.878218
YGR177C,ATF2,1608,3888.789618
YGR167W,CLC1,702,11298.88462
YGR204W,ADE3,2841,32542.12719
YGR204C-A,YGR204C-A,114,41.41561571
YGR185C,TYS1,1185,21602.96872
YGR184C,UBR1,5853,14434.8371
YGR169C-A,LSO2,279,4336.96814
YGR199W,PMT6,2280,5268.518244
YGR170W,PSD2,3417,4911.400162
YGR198W,YPP1,2454,6950.783698
YGR174C,CBP4,513,1552.654804
YGR179C,OKP1,1221,2694.799703
YGR163W,GTR2,1026,3726.070862
YGR192C,TDH3,999,624805.8698
YGR190C,YGR190C,366,96.19181093
YGR208W,SER2,930,9382.666143
YGR169C,PUS6,1215,1992.72128
YGR156W,PTI1,1278,2677.538192
YGR166W,TRS65,1683,2833.238468
YGR201C,YGR201C,678,1588.798204
YGR180C,RNR4,1038,35984.13357
YGR168C,YGR168C,1131,2672.118171
YGR188C,BUB1,3066,2105.145024
YGR159C,NSR1,1245,32173.86651
YGR162W,TIF4631,2859,30536.39193
YGR183C,QCR9,201,9444.84598
YGR193C,PDX1,1233,5656.881411
YGR211W,ZPR1,1461,12372.13343
YGR205W,TDA10,873,2330.18435
YGR152C,RSR1,819,4915.186675
YGR157W,CHO2,2610,20907.9987
YGR149W,YGR149W,1299,2990.169487
YGR171C,MSM1,1728,2388.767394
YGR165W,MRPS35,1038,6844.794962
YGR196C,FYV8,2454,4278.259742
YGR202C,PCT1,1275,5001.145435
YGR174W-A,YGR174W-A,87,63.67100039
YGR197C,SNG1,1644,2766.251311
YGR161W-A,YGR161W-A_CDS,1317,2421.602209
YGR161W-C,YGR161W-C,279,1572.156212
YGR161W-B,YGR161W-B_CDS,5313,14807.04483
YGR209C,TRX2,315,26027.69641
YGR172C,YIP1,747,5672.143088
YGR161C,RTS3,792,4067.695205
YGR186W,TFG1,2208,9040.932543
YGR189C,CRH1,1524,17903.2798
YGR175C,ERG1,1491,36976.77365
YGR191W,HIP1,1812,8995.017738
YGR187C,HGH1,1185,6868.545008
YGR210C,YGR210C,1236,8767.659757
YGR206W,MVB12,306,1655.793267
YGR203W,YCH1,447,1740.903766
YGR153W,YGR153W,654,886.4809638
YGR161C-C,YGR161C-C_CDS,1323,10543.86557
YGR154C,GTO1,1071,1471.989197
YGR161C-D,YGR161C-D_CDS,5268,34351.58396
YGR240C,PFK1,2964,64056.43551
YGR236C,SPG1,288,60.79261588
YGR256W,GND2,1479,642.485465
YGR254W,ENO1,1314,69510.65566
YGR222W,PET54,882,3347.431335
YGR238C,KEL2,2649,2438.831249
YGR216C,GPI1,1830,4238.23842
YGR263C,SAY1,1275,1959.659738
YGR214W,RPS0A,759,87908.90741
YGR249W,MGA1,1371,373.7078865
YGR270W,YTA7,4140,9684.860439
YGR252W,GCN5,1320,3637.690009
YGR277C,CAB4,918,4137.612669
YGR267C,FOL2,732,10289.03212
YGR215W,RSM27,333,3895.167527
YGR218W,CRM1,3255,15309.88635
YGR259C,YGR259C,441,216.0842818
YGR235C,MIC26,702,5245.941171
YGR229C,SMI1,1518,14677.11459
YGR227W,DIE2,1578,2963.763118
YGR217W,CCH1,6120,6088.103497
YGR278W,CWC22,1734,2201.600435
YGR273C,YGR273C,525,15.756062
YGR230W,BNS1,414,1472.937619
YGR255C,COQ6,1440,4430.40619
YGR241C,YAP1802,1707,4131.932905
YGR244C,LSC2,1284,7618.828776
YGR223C,HSV2,1347,2826.678152
YGR260W,TNA1,1605,12172.65661
YGR245C,SDA1,2304,11046.52277
YGR234W,YHB1,1200,53018.50317
YGR246C,BRF1,1791,4328.873652
YGR251W,NOP19,591,2894.792988
YGR242W,YGR242W,309,69.5816194
YGR224W,AZR1,1842,303.9773072
YGR276C,RNH70,1662,5283.915998
YGR264C,MES1,2256,30040.04201
YGR253C,PUP2,783,16215.61964
YGR213C,RTA1,954,368.1831939
YGR265W,YGR265W,411,287.9339659
YGR261C,APL6,2430,8727.126149
YGR275W,RTT102,474,3207.131264
YGR271C-A,EFG1,702,7224.087637
YGR233C,PHO81,3537,7135.895791
YGR268C,HUA1,597,1594.866069
YGR231C,PHB2,933,9662.427291
YGR270C-A,YGR270C-A,219,18.77679344
YGR250C,YGR250C,2346,4880.126269
YGR258C,RAD2,3096,3205.219751
YGR248W,SOL4,768,1166.118921
YGR271W,SLH1,5904,7451.321152
YGR247W,CPD1,720,2675.755667
YGR257C,MTM1,1101,4824.320165
YGR237C,YGR237C,2358,3142.673035
YGR240C-A,YGR240C-A,201,186.1957605
YGR225W,AMA1,1782,131.7945416
YGR239C,PEX21,867,1864.613829
YGR262C,BUD32,786,4344.819437
YGR220C,MRPL9,810,5080.552615
YGR232W,NAS6,687,4588.071449
YGR228W,YGR228W,345,227.1303224
YGR243W,MPC3,441,2822.556229
YGR226C,YGR226C,210,4.081356575
YGR269W,YGR269W,327,99.29112432
YGR221C,TOS2,1869,1209.28649
YGR274C,TAF1,3201,4863.619413
YGR266W,YGR266W,2106,5456.626241
YGR219W,YGR219W,342,203.6676939
YGR296W,YRF1-3,5580,4042.878415
YGR281W,YOR1,4434,9517.263626
YGR279C,SCW4,1161,32813.93045
YGR291C,YGR291C,222,1.730797925
YGR285C,ZUO1,1302,49852.74597
YGR295C,COS6,1146,3304.614683
YGR282C,BGL2,942,46098.80647
YGR286C,BIO2,1128,5350.477828
YGR290W,YGR290W,444,14.24593591
YGR288W,MAL13,1422,1135.508026
YGR294W,PAU12,363,19.72388839
YGR293C,YGR293C,462,4.856835596
YGR283C,YGR283C,1026,4073.342029
YGR287C,IMA1,1770,967.3983817
YGR296C-B,YGR296C-B,483,162.0044925
YGR296C-A,YGR296C-A,576,183.0393545
YGR289C,MAL11,1851,1036.263517
YGR280C,PXR1,816,5057.996624
YGR284C,ERV29,933,9002.088402
YGR292W,MAL12,1755,400.2512889
YLR454W,FMP27,7887,15861.73684
YLR060W,FRS1,1788,29186.31382
YLR186W,EMG1,759,9194.849396
YLR398C,SKI2,3864,7677.852628
YLL030C,RRT7,342,5.085846744
YLL065W,YLL065W,351,0.921073093
YLL023C,POM33,840,3669.374515
YLL062C,MHT1,975,1063.951505
YLL067W-A,YLL067W-A,483,160.2990793
YLL040C,VPS13,9435,21761.53425
YLL015W,BPT1,4680,7970.956019
YLL058W,YLL058W,1728,2561.580451
YLL066W-A,YLL066W-A,483,161.0541473
YLL061W,MMP1,1752,3167.029467
YLL027W,ISA1,753,4728.385875
YLL057C,JLP1,1239,376.9083174
YLL047W,YLL047W,384,46.94533456
YLL012W,YEH1,1722,3772.31858
YLL029W,FRA1,2250,9479.186991
YLL035W,GRC3,1899,3366.33893
YLL019C,KNS1,2214,3253.306818
YLL054C,YLL054C,2532,2269.974755
YLL022C,HIF1,1158,3261.280941
YLL043W,FPS1,2010,6996.538066
YLL034C,RIX7,2514,8409.513578
YLL053C,YLL053C,459,3700.638944
YLL036C,PRP19,1512,5150.547112
YLL031C,GPI13,3054,6499.725332
YLL064C,PAU18,363,17.38448779
YLL026W,HSP104,2727,24744.62666
YLL046C,RNP1,750,106.5568118
YLL050C,COF1,432,40771.21631
YLL028W,TPO1,1761,4819.327277
YLL032C,YLL032C,2478,2677.686352
YLL059C,YLL059C,507,247.0094945
YLL060C,GTT2,702,1264.08345
YLL042C,ATG10,504,549.7355885
YLL018C-A,COX19,297,3452.253585
YLL013C,PUF3,2640,5706.878309
YLL066C,YLL066C,3618,3377.350354
YLL067C,YLL067C,3618,2879.684173
YLL025W,PAU17,375,508.6979856
YLL049W,LDB18,540,2711.335513
YLL039C,UBI4,1146,10471.32492
YLL055W,YCT1,1596,1761.757581
YLL010C,PSR1,1284,3523.876841
YLL037W,YLL037W,381,174.088172
YLL038C,ENT4,744,1583.636182
YLL020C,YLL020C,306,441.2588983
YLL063C,AYT1,1425,1278.495677
YLL045C,RPL8B,771,97007.1624
YLL051C,FRE6,2139,4486.248913
YLL014W,EMC6,327,6742.028408
YLL033W,IRC19,693,1337.962087
YLL066W-B,YLL066W-B,171,22.24859729
YLL019W-A,YLL019W-A,93,9.608698112
YLL048C,YBT1,4986,26118.16153
YLL056C,YLL056C,897,998.93768
YLL024C,SSA2,1920,108669.3229
YLL041C,SDH2,801,4607.622226
YLL018C,DPS1,1674,30238.91717
YLL044W,YLL044W,447,5083.189672
YLL052C,AQY2,450,3449.879652
YLL011W,SOF1,1470,6987.572441
YLL021W,SPA2,4401,8739.927982
YLR039C,RIC1,3171,3801.265173
YLR032W,RAD5,3510,4189.749911
YLR048W,RPS0B,759,87373.72065
YLR024C,UBR2,5619,4207.530432
YLR053C,YLR053C,327,108.450131
YLR038C,COX12,252,8263.342751
YLR006C,SSK1,2139,3483.925059
YLR014C,PPR1,2715,2781.532164
YLR035C,MLH2,2088,1476.796554
YLR009W,RLP24,600,10999.85474
YLL001W,DNM1,2274,5478.147424
YLR043C,TRX1,312,26378.90355
YLR029C,RPL15A,615,188358.2206
YLR011W,LOT6,576,1579.192767
YLR059C,REX2,810,3745.799615
YLR002C,NOC3,1992,8171.294625
YLR005W,SSL1,1386,4092.7694
YLR050C,YLR050C,486,3178.346831
YLR027C,AAT2,1257,31691.73421
YLL005C,SPO75,2607,237.2474839
YLR037C,PAU23,375,217.0910723
YLR047C,FRE8,2061,2134.307344
YLR001C,YLR001C,2589,2987.6746
YLR015W,BRE2,1518,3142.854787
YLR008C,PAM18,507,5994.600089
YLR012C,YLR012C,300,18.49478875
YLR054C,OSW2,2175,269.3652815
YLR034C,SMF3,1422,6225.201894
YLR042C,YLR042C,486,1352.316207
YLR033W,RSC58,1509,5724.681034
YLR023C,IZH3,1632,3278.995796
YLL009C,COX17,210,4932.510251
YLR051C,FCF2,654,6007.603771
YLR004C,THI73,1572,342.3186263
YLR046C,YLR046C,813,2344.607155
YLL004W,ORC3,1851,3426.811068
YLR030W,YLR030W,792,329.6678636
YLR016C,PML1,615,4507.800769
YLR028C,ADE16,1776,17181.6528
YLR018C,POM34,900,4828.034892
YLR056W,ERG3,1098,29024.19743
YLL003W,SFI1,2841,3786.995441
YLR041W,YLR041W,321,77.97301174
YLL006W-A,YLL006W-A,177,24.54121206
YLL008W,DRS1,2259,15214.66402
YLR022C,SDO1,753,7113.685995
YLR013W,GAT3,426,7.029326006
YLR035C-A,YLR035C-A_CDS,3468,20601.00202
YLR055C,SPT8,1809,4118.912106
YLL007C,YLL007C,1998,1889.481134
YLR052W,IES3,753,3117.402752
YLR045C,STU2,2667,6060.304135
YLR017W,MEU1,1014,9976.543459
YLR057W,MNL2,2550,4735.28978
YLR026C,SED5,1023,3574.972375
YLR007W,NSE1,1011,3534.828822
YLL002W,RTT109,1311,2109.100339
YLR040C,AFB1,675,2097.197718
YLR025W,SNF7,723,5110.409804
YLR003C,CMS1,876,7021.710849
YLR010C,TEN1,483,3976.584163
YLR049C,YLR049C,1287,5460.221928
YLR031W,YLR031W,561,436.095337
YLL006W,MMM1,1281,2392.300799
YLR036C,YLR036C,612,1889.663282
YLR020C,YEH2,1617,4975.880953
YLR044C,PDC1,1692,736330.0812
YLR021W,IRC25,540,2983.425831
YLR058C,SHM2,1410,53357.16896
YLR019W,PSR2,1194,4047.505614
YLR071C,RGR1,3249,6077.141467
YLR123C,YLR123C,330,115.0272317
YLR120W-A,YLR120W-A,102,97.48281257
YLR066W,SPC3,555,6586.691173
YLR093C,NYV1,762,6123.788603
YLR105C,SEN2,1134,3766.364616
YLR112W,YLR112W,420,641.9213175
YLR081W,GAL2,1725,973.4622599
YLR075W,RPL10,666,310693.3808
YLR061W,RPL22A,366,104569.5966
YLR088W,GAA1,1845,5583.329777
YLR108C,YLR108C,1458,3108.686061
YLR087C,CSF1,8877,10925.02493
YLR097C,HRT3,1035,2910.952113
YLR104W,LCL2,396,3478.624825
YLR101C,YLR101C,396,813.43639
YLR115W,CFT2,2580,4152.463244
YLR086W,SMC4,4257,5397.334156
YLR089C,ALT1,1779,8260.314601
YLR065C,ENV10,546,6121.412858
YLR111W,YLR111W,333,21.86561955
YLR083C,EMP70,2004,12457.70805
YLR068W,FYV7,456,3052.624122
YLR120C,YPS1,1710,5620.424155
YLR072W,YLR072W,2082,3636.233722
YLR090W,XDJ1,1380,4846.537155
YLR106C,MDN1,14733,157022.954
YLR124W,YLR124W,345,69.9798828
YLR098C,CHA4,1947,2720.647765
YLR079W,SIC1,855,5540.139134
YLR078C,BOS1,735,4703.40891
YLR109W,AHP1,531,146402.8795
YLR094C,GIS3,1509,2668.883509
YLR114C,AVL9,2295,5846.624651
YLR102C,APC9,798,1768.638138
YLR073C,RFU1,603,3218.592767
YLR063W,BMT6,1098,2330.763793
YLR080W,EMP46,1335,963.894174
YLR064W,PER33,822,4534.678839
YLR091W,GEP5,882,1478.497876
YLR117C,CLF1,2064,3392.640175
YLR107W,REX3,1215,3656.997627
YLR121C,YPS3,1527,1915.5656
YLR119W,SRN2,642,1547.772103
YLR082C,SRL2,1179,2330.51625
YLR110C,CCW12,402,417890.1039
YLR077W,FMP25,1752,4557.998355
YLR067C,PET309,2898,2935.782161
YLR099W-A,MIM2,264,3236.893333
YLR095C,IOC2,2439,5022.811917
YLR103C,CDC45,1953,3360.739826
YLR113W,HOG1,1308,12109.07346
YLR070C,XYL2,1071,333.3813693
YLR085C,ARP6,1317,3036.144232
YLR122C,YLR122C,378,118.4375995
YLR092W,SUL2,2682,1605.859078
YLR118C,YLR118C,684,4154.629235
YLR069C,MEF1,2286,6731.736912
YLR099C,ICT1,1185,4138.829572
YLR062C,BUD28,378,15868.4958
YLR074C,BUD20,501,6487.645773
YLR096W,KIN2,3444,6020.437374
YLR084C,RAX2,3663,6163.495062
YLR116W,MSL5,1431,2669.789951
YLR076C,YLR076C,423,23641.1116
YLR100W,ERG27,1044,14873.73082
YLR130C,ZRT2,1269,10125.25183
YLR162W,YLR162W,357,202.0099699
YLR154C,RNH203,333,2716.465514
YLR154C-H,YLR154C-H,132,1456.29435
YLR154C-G,YLR154C-G,150,658454.3856
YLR175W,CBF5,1452,51498.15624
YLR169W,YLR169W,354,161.2276957
YLR143W,DPH6,2058,25168.73604
YLR153C,ACS2,2052,30731.51206
YLR128W,DCN1,810,1049.330431
YLR183C,TOS4,1470,4544.428435
YLR137W,RKM5,1104,1983.084247
YLR149C-A,YLR149C-A,87,509.9508415
YLR140W,YLR140W,327,218.0033682
YLR179C,YLR179C,606,17118.94975
YLR127C,APC2,2562,2708.642745
YLR184W,YLR184W,348,8.845555751
YLR157C,ASP3-2,1089,2346.940247
YLR147C,SMD3,306,2254.312058
YLR167W,RPS31,459,413266.8557
YLR149C,YLR149C,2193,1304.310868
YLR170C,APS1,471,3258.980523
YLR152C,YLR152C,1731,2508.011028
YLR144C,ACF2,2340,4053.135125
YLR129W,DIP2,2832,16665.30839
YLR133W,CKI1,1749,3211.328233
YLR163C,MAS1,1389,6634.386562
YLR180W,SAM1,1149,34041.73583
YLR166C,SEC10,2616,6406.695332
YLR174W,IDP2,1239,886.9488592
YLR136C,TIS11,858,2105.266741
YLR185W,RPL37A,267,66817.04128
YLR159W,YLR159W,345,36.96627692
YLR156W,YLR156W,345,35.84006611
YLR139C,SLS1,1932,1566.250932
YLR164W,SHH4,507,1176.70829
YLR159C-A,YLR159C-A,132,6.419935534
YLR173W,YLR173W,1827,2013.503568
YLR141W,RRN5,1092,1406.202707
YLR178C,TFS1,660,2648.120525
YLR132C,USB1,873,1218.902866
YLR181C,VTA1,993,3554.774371
YLR135W,SLX4,2247,1629.627296
YLR154W-C,TAR1,375,726.9053026
YLR160C,ASP3-4,1089,2361.154989
YLR154W-F,YLR154W-F,141,3665.370183
YLR158C,ASP3-3,1089,2349.431213
YLR177W,YLR177W,1887,3110.842989
YLR145W,RMP1,606,2613.725509
YLR151C,PCD1,1023,1076.701305
YLR157W-E,YLR157W-E,165,55.2460849
YLR157W-D,YLR157W-D,213,101.2543608
YLR142W,PUT1,1431,962.9007144
YLR131C,ACE2,2313,3158.076747
YLR162W-A,RRT15,189,80.36447623
YLR125W,YLR125W,411,381.8056931
YLR165C,PUS5,765,1359.061507
YLR155C,ASP3-1,1089,2351.424182
YLR138W,NHA1,2958,8313.982704
YLR156C-A,YLR156C-A,132,6.419935534
YLR163W-A,YLR163W-A,114,24.92907074
YLR157C-A,YLR157C-A_CDS,1323,11641.11015
YLR157C-C,YLR157C-C,132,322.3353986
YLR157C-B,YLR157C-B_CDS,5268,50038.59929
YLR172C,DPH5,903,11295.69622
YLR126C,YLR126C,756,3008.387617
YLR150W,STM1,822,140396.7537
YLR146C,SPE4,903,4324.777892
YLR134W,PDC5,1692,4302.311693
YLR161W,YLR161W,345,32.87146667
YLR154W-A,YLR154W-A,186,1263.711309
YLR154W-B,YLR154W-B,165,6336.622132
YLR154W-E,YLR154W-E,204,3374.073785
YLR146W-A,YLR146W-A,189,2194.15995
YLR182W,SWI6,2412,4846.333023
YLR148W,PEP3,2757,4961.49214
YLR171W,YLR171W,390,147.641925
YLR168C,UPS2,693,3860.756766
YLR176C,RFX1,2436,1648.514441
YLR197W,NOP56,1515,44948.85237
YLR244C,MAP1,1164,19588.04376
YLR233C,EST1,2100,1693.331257
YLR187W,SKG3,3081,2673.516488
YLR229C,CDC42,576,10003.02406
YLR219W,MSC3,2187,3456.368789
YLR190W,MMR1,1476,5336.114667
YLR220W,CCC1,969,5392.157495
YLR202C,YLR202C,327,715.282143
YLR243W,GPN3,819,5440.496432
YLR253W,MCP2,1710,4851.068235
YLR188W,MDL1,2088,5272.817027
YLR250W,SSP120,705,8712.718838
YLR193C,UPS1,528,2504.71836
YLR227C,ADY4,1482,1930.399511
YLR227W-B,YLR227W-B_CDS,5268,48939.95762
YLR227W-A,YLR227W-A_CDS,1323,11719.90687
YLR237W,THI7,1797,3907.797063
YLR222C-A,YLR222C-A,231,554.6333073
YLR209C,PNP1,936,3772.645445
YLR215C,CDC123,1083,2487.109544
YLR247C,IRC20,4671,7331.30678
YLR228C,ECM22,2445,3448.055941
YLR223C,IFH1,3258,7643.937311
YLR240W,VPS34,2628,2876.924525
YLR205C,HMX1,954,3473.331835
YLR211C,ATG38,681,932.8038407
YLR189C,ATG26,3597,5092.150607
YLR242C,ARV1,966,2556.530231
YLR254C,NDL1,570,2887.935461
YLR196W,PWP1,1731,13428.23234
YLR230W,YLR230W,306,655.8274348
YLR216C,CPR6,1116,20218.48968
YLR208W,SEC13,894,14318.25312
YLR201C,COQ9,783,2683.539969
YLR246W,ERF2,1080,1901.922731
YLR199C,PBA1,831,3220.058475
YLR234W,TOP3,1971,855.2790999
YLR192C,HCR1,798,15659.12228
YLR226W,BUR2,1188,3118.640394
YLR204W,QRI5,336,3521.72121
YLR212C,TUB4,1422,3714.684329
YLR251W,SYM1,594,1520.453159
YLR195C,NMT1,1368,8224.160397
YLR225C,YLR225C,1224,4703.366432
YLR231C,BNA5,1362,5274.880969
YLR238W,FAR10,1437,2189.115052
YLR222C,UTP13,2454,9984.105251
YLR200W,YKE2,345,5307.04199
YLR241W,CSC1,2349,5910.77899
YLR255C,YLR255C,354,88.54194369
YLR218C,COA4,453,1399.777775
YLR221C,RSA3,663,7411.457163
YLR235C,YLR235C,399,56.93150992
YLR191W,PEX13,1161,3050.297192
YLR217W,YLR217W,324,477.8303256
YLR207W,HRD3,2502,3837.411312
YLR252W,YLR252W,306,504.8823462
YLR198C,YLR198C,360,1643.038313
YLR245C,CDD1,429,1255.69031
YLR232W,YLR232W,348,92.25107479
YLR214W,FRE1,2061,17270.20034
YLR248W,RCK2,1833,8384.707701
YLR203C,MSS51,1311,5338.068059
YLR213C,CRR1,1269,870.2246671
YLR256W-A,YLR256W-A_CDS,1323,13819.37453
YLR256W,HAP1,4509,19933.47164
YLR239C,LIP2,987,2403.221186
YLR194C,YLR194C,765,6269.009285
YLR236C,YLR236C,324,33.92898752
YLR224W,YLR224W,1110,4509.383833
YLR249W,YEF3,3135,540550.5441
YLR210W,CLB4,1383,2839.32576
YLR206W,ENT2,1842,5915.235052
YLR272C,YCS4,3531,4718.2285
YLR313C,SPH1,1593,1845.356888
YLR292C,SEC72,582,7355.447703
YLR312W-A,MRPL15,762,5258.797885
YLR262C-A,TMA7,195,18192.78979
YLR261C,VPS63,327,1780.481759
YLR289W,GUF1,1938,1737.682459
YLR325C,RPL38,237,151986.2822
YLR310C,CDC25,4770,9344.354288
YLR299C-A,YLR299C-A,93,24.72880662
YLR300W,EXG1,1347,30842.13311
YLR317W,YLR317W,435,479.4174207
YLR280C,YLR280C,351,186.9693622
YLR286W-A,YLR286W-A,135,294.9412697
YLR297W,YLR297W,390,829.1363639
YLR279W,YLR279W,390,65.32004551
YLR265C,NEJ1,1029,2379.593379
YLR287C,YLR287C,1068,6132.594616
YLR308W,CDA2,939,20.17335504
YLR318W,EST2,2655,2248.768036
YLR319C,BUD6,2367,3928.886842
YLR305C,STT4,5703,12907.79252
YLR314C,CDC3,1563,11673.07515
YLR277C,YSH1,2340,4870.722371
YLR257W,YLR257W,966,20775.93386
YLR293C,GSP1,660,42857.29108
YLR264C-A,YLR264C-A,117,3117.160749
YLR294C,YLR294C,330,2846.675457
YLR260W,LCB5,2064,3204.484736
YLR322W,VPS65,315,70.35009839
YLR283W,YLR283W,945,2108.898242
YLR301W,HRI1,735,15154.08161
YLR287C-A,RPS30A,192,47966.40734
YLR273C,PIG1,1947,1116.897796
YLR307C-A,YLR307C-A,264,50.9704442
YLR312C,YLR312C,1197,477.4828028
YLR264W,RPS28B,204,63545.45156
YLR286C,CTS1,1689,41903.62776
YLR290C,YLR290C,834,2707.219632
YLR306W,UBC12,567,1651.700901
YLR288C,MEC3,1425,2521.758046
YLR326W,YLR326W,723,2026.74304
YLR267W,BOP2,1713,777.5585829
YLR274W,MCM5,2328,6379.548968
YLR311C,YLR311C,348,57.82414655
YLR258W,GSY2,2118,6245.274038
YLR315W,NKP2,462,606.168193
YLR323C,CWC24,780,1936.941296
YLR282C,YLR282C,342,56.89070821
YLR302C,YLR302C,363,28.24392565
YLR285C-A,YLR285C-A,171,1161.54653
YLR316C,TAD3,969,2862.926996
YLR270W,DCS1,1053,3723.847882
YLR309C,IMH1,2736,7415.27012
YLR271W,YLR271W,825,3397.675359
YLR295C,ATP14,375,7102.907676
YLR263W,RED1,2484,1526.344479
YLR307W,CDA1,906,169.7409619
YLR327C,TMA10,261,1450.116954
YLR320W,MMS22,4365,2911.87555
YLR298C,YHC1,696,2350.053631
YLR285W,NNT1,786,5485.154045
YLR291C,GCD7,1146,8908.6565
YLR303W,MET17,1335,10180.92106
YLR275W,SMD2,333,2077.688788
YLR269C,YLR269C,351,149.4658512
YLR268W,SEC22,645,4778.186667
YLR259C,HSP60,1719,48110.13439
YLR281C,YLR281C,468,366.8366262
YLR296W,YLR296W,327,33.77833012
YLR262C,YPT6,648,4213.694316
YLR278C,YLR278C,4026,5240.534148
YLR324W,PEX30,1572,3286.80482
YLR276C,DBP9,1785,12106.45635
YLR299W,ECM38,1983,2606.663412
YLR321C,SFH1,1281,4081.819042
YLR266C,PDR8,2106,5133.921071
YLR284C,ECI1,843,1287.53905
YLR304C,ACO1,2337,39344.7086
YLR328W,NMA1,1206,4768.493766
YLR352W,YLR352W,2424,2054.173076
YLR348C,DIC1,897,9523.285887
YLR338W,OPI9,858,58.03870041
YLR364C-A,YLR364C-A,123,27.9655918
YLR374C,YLR374C,390,99.7571479
YLR331C,JIP3,378,35.98870531
YLR355C,ILV5,1188,102263.1911
YLR341W,SPO77,1434,194.5958645
YLR377C,FBP1,1047,148.7889405
YLR395C,COX8,237,7900.460961
YLR363W-A,YLR363W-A,258,3414.951134
YLR370C,ARC18,537,6722.504816
YLR387C,REH1,1299,8391.596064
YLR382C,NAM2,2685,3387.562547
YLR342W,FKS1,5631,103253.9783
YLR335W,NUP2,2163,51281.441
YLR329W,REC102,795,145.6162577
YLR368W,MDM30,1797,3368.11354
YLR390W,ECM19,339,1767.207126
YLR345W,YLR345W,1530,2930.863425
YLR351C,NIT3,876,9174.018161
YLR383W,SMC6,3345,3421.766047
YLR388W,RPS29A,171,58177.54545
YLR369W,SSQ1,1974,3463.675645
YLR373C,VID22,2706,3879.597906
YLR363C,NMD4,657,3185.391317
YLR349W,YLR349W,507,193.8396752
YLR354C,TAL1,1008,41260.10412
YLR346C,YLR346C,306,892.8389558
YLR339C,YLR339C,552,16012.48243
YLR344W,RPL26A,384,43543.61401
YLR394W,CST9,1449,1591.875567
YLR364W,GRX8,330,969.3152298
YLR384C,IKI3,4050,19353.72996
YLR330W,CHS5,2016,10265.66169
YLR359W,ADE13,1449,38552.52226
YLR361C-A,YLR361C-A,297,1280.927849
YLR393W,ATP10,840,1051.714057
YLR350W,ORM2,651,5488.282267
YLR360W,VPS38,1320,2856.200547
YLR376C,PSY3,729,1354.732821
YLR342W-A,YLR342W-A,174,1245.894079
YLR333C,RPS25B,327,48747.13484
YLR379W,YLR379W,375,320.7106354
YLR334C,YLR334C,381,73.58682158
YLR343W,GAS2,1668,421.3791361
YLR365W,YLR365W,333,43.21869612
YLR380W,CSR1,1227,5014.832575
YLR372W,ELO3,1038,24904.83484
YLR366W,YLR366W,306,256.9151
YLR337C,VRP1,2454,4060.992741
